0.0191116,28.8258,37.5,
0.0964977,28.8128,37.5,
0.15576,28.8275,37.5,
0.215028,28.8966,37.5,
0.273555,28.9145,37.5,
0.328331,28.9091,37.5,
0.381365,29.0216,37.5,
0.436171,29.0496,37.5,
0.494479,29.1474,37.5,
0.552131,29.2267,37.5,
0.609887,29.2757,37.5,
0.667432,29.4092,37.5,
0.728072,29.4785,37.5,
0.78386,29.5879,37.5,
0.842968,29.6714,37.5,
0.900741,29.8007,37.5,
0.961685,29.8944,37.5,
1.01617,30.0182,37.5,
1.07553,30.1446,37.5,
1.13636,30.3009,37.5,
1.19706,30.4028,37.5,
1.25394,30.5524,37.5,
1.31555,30.654,37.5,
1.37352,30.8112,37.5,
1.43113,31.0127,37.5,
1.48729,31.0838,37.5,
1.55003,31.1935,37.5,
1.61195,31.3666,37.5,
1.67052,31.5111,37.5,
1.72936,31.6384,37.5,
1.78778,31.7372,37.5,
1.85127,31.8838,37.5,
1.91281,32.0403,37.5,
1.97342,32.205,37.5,
2.03756,32.3452,37.5,
2.10446,32.5095,37.5,
2.16714,32.6917,37.5,
2.23496,32.8676,37.5,
2.29718,32.943,37.5,
2.35857,33.1056,37.5,
2.42846,33.2704,37.5,
2.49034,33.4647,37.5,
2.552,33.6533,37.5,
2.61374,33.7145,37.5,
2.67548,33.8386,37.5,
2.74002,33.9409,37.5,
2.80586,34.0975,37.5,
2.8742,34.2734,37.5,
2.94409,34.419,37.5,
3.00789,34.4958,37.5,
3.07162,34.616,37.5,
3.1394,34.7498,37.5,
3.21022,34.8965,37.5,
3.27141,34.9768,37.5,
3.34225,35.1475,37.5,
3.40733,35.1952,37.5,
3.473,35.3419,37.5,
3.54499,35.4268,37.5,
3.61084,35.5014,37.5,
3.67953,35.6488,37.5,
3.75128,35.7389,37.5,
3.81476,35.8181,37.5,
3.8923,35.9277,37.5,
3.96707,35.9944,37.5,
4.03533,36.1736,37.5,
4.10508,36.2252,37.5,
4.1679,36.2978,37.5,
4.2427,36.3579,37.5,
4.31174,36.4988,37.5,
4.37963,36.5655,37.5,
4.4428,36.5545,37.5,
4.51592,36.7085,37.5,
4.58198,36.7354,37.5,
4.6473,36.7705,37.5,
4.7137,36.8745,37.5,
4.78347,36.9261,37.5,
4.85065,37.0205,37.5,
4.92231,37.1047,37.5,
4.99374,37.0857,37.5,
5.06146,37.1727,37.5,
5.14003,37.1718,37.5,
5.2032,37.2046,37.5,
5.27523,37.3093,37.5,
5.34323,37.354,37.5,
5.40746,37.4021,37.5,
5.47879,37.3701,37.5,
5.55144,37.4258,37.5,
5.62202,37.4493,37.5,
5.71338,37.5606,37.5,
5.7818,37.5093,37.5,
5.85994,37.5771,37.5,
5.93012,37.6165,37.5,
5.9991,37.6244,37.5,
6.06729,37.5998,37.5,
6.14062,37.6452,37.5,
6.20807,37.6475,37.5,
6.28876,37.6691,37.5,
6.34927,37.723,37.5,
6.41916,37.7758,37.5,
6.488,37.7578,37.5,
6.55422,37.8148,37.5,
6.62826,37.8173,37.5,
6.69465,37.852,37.5,
6.76829,37.8773,37.5,
6.86209,37.8996,37.5,
6.92981,37.8527,37.5,
7.01212,37.872,37.5,
7.08291,37.8177,37.5,
7.15301,37.9314,37.5,
7.22452,37.9093,37.5,
7.29334,37.9072,37.5,
7.36874,37.9652,37.5,
7.43802,37.9416,37.5,
7.51256,37.9949,37.5,
7.58746,38.0546,37.5,
7.64908,38.038,37.5,
7.72542,38.0685,37.5,
7.79639,38.0927,37.5,
7.8601,38.0892,37.5,
7.93059,38.0464,37.5,
8.00491,38.1198,37.5,
8.0752,38.0996,37.5,
8.15127,38.1014,37.5,
8.22169,38.179,37.5,
8.29395,38.1385,37.5,
8.37719,38.1824,37.5,
8.45071,38.2017,37.5,
8.5186,38.2058,37.5,
8.58241,38.1727,37.5,
8.65953,38.2129,37.5,
8.73714,38.1607,37.5,
8.81165,38.1738,37.5,
8.88663,38.1914,37.5,
8.96464,38.2346,37.5,
9.0379,38.2427,37.5,
9.10886,38.2304,37.5,
9.18875,38.2108,37.5,
9.25784,38.1702,37.5,
9.33503,38.1628,37.5,
9.41461,38.1962,37.5,
9.48654,38.193,37.5,
9.56539,38.2176,37.5,
9.63759,38.2308,37.5,
9.71452,38.2,37.5,
9.7923,38.2202,37.5,
9.86085,38.1723,37.5,
9.93462,38.1432,37.5,
10.0116,38.1731,37.5,
10.0827,38.1592,37.5,
10.151,38.1617,37.5,
10.2331,38.2092,37.5,
10.3064,38.193,37.5,
10.3769,38.1979,37.5,
10.4528,38.2381,37.5,
10.5209,38.191,37.5,
10.596,38.1508,37.5,
10.6705,38.2192,37.5,
10.7505,38.1887,37.5,
10.824,38.1738,37.5,
10.8972,38.1609,37.5,
10.9644,38.1903,37.5,
11.0436,38.2816,37.5,
11.1163,38.2445,37.5,
11.1858,38.215,37.5,
11.2637,38.248,37.5,
11.3403,38.2486,37.5,
11.4163,38.2698,37.5,
11.4936,38.2659,37.5,
11.5695,38.1799,37.5,
11.6465,38.2608,37.5,
11.7294,38.2795,37.5,
11.8026,38.2631,37.5,
11.8731,38.2423,37.5,
11.9481,38.2638,37.5,
12.0223,38.2118,37.5,
12.0982,38.2113,37.5,
12.2019,38.175,37.5,
12.2912,38.2524,37.5,
12.3743,38.2688,37.5,
12.4514,38.1872,37.5,
12.5264,38.1867,37.5,
12.6083,38.2324,37.5,
12.686,38.2436,37.5,
12.7624,38.2409,37.5,
12.8897,38.1759,37.5,
12.9833,38.1305,37.5,
13.057,38.1548,37.5,
13.1376,38.2039,37.5,
13.2159,38.164,37.5,
13.2983,38.1707,37.5,
13.3737,38.1618,37.5,
13.448,38.1529,37.5,
13.5204,38.0417,37.5,
13.5953,38.1261,37.5,
13.6669,38.062,37.5,
13.7322,38.117,37.5,
13.8101,38.1728,37.5,
13.8806,38.1511,37.5,
13.9616,38.1268,37.5,
14.0378,38.1765,37.5,
14.1133,38.1843,37.5,
14.1955,38.1827,37.5,
14.2703,38.1683,37.5,
14.3475,38.1323,37.5,
14.4477,38.166,37.5,
14.5221,38.1658,37.5,
14.5988,38.1497,37.5,
14.6787,38.1416,37.5,
14.7536,38.1316,37.5,
14.8343,38.0929,37.5,
14.9105,38.0867,37.5,
14.9889,38.0467,37.5,
15.0657,38.081,37.5,
15.1384,38.0984,37.5,
15.2184,38.1122,37.5,
15.3006,38.0552,37.5,
15.38,38.0783,37.5,
15.4548,38.0764,37.5,
15.5335,38.0636,37.5,
15.6133,38.0434,37.5,
15.6955,38.0069,37.5,
15.7767,38.0426,37.5,
15.8494,38.0602,37.5,
15.9272,38.0415,37.5,
16.0067,38.0142,37.5,
16.083,38.0438,37.5,
16.1618,38.0449,37.5,
16.2439,38.0367,37.5,
16.3277,37.9924,37.5,
16.4058,37.9618,37.5,
16.5212,37.9632,37.5,
16.6104,37.9782,37.5,
16.694,37.9739,37.5,
16.781,37.9619,37.5,
16.8576,37.9527,37.5,
16.9397,37.9373,37.5,
17.0208,37.9304,37.5,
17.1024,37.8969,37.5,
17.1817,37.904,37.5,
17.282,37.8986,37.5,
17.3624,37.9174,37.5,
17.439,37.8996,37.5,
17.522,37.8566,37.5,
17.6007,37.8899,37.5,
17.6863,37.8293,37.5,
17.7716,37.8885,37.5,
17.8531,37.8804,37.5,
17.9396,37.8922,37.5,
18.0122,37.8776,37.5,
18.0906,37.8906,37.5,
18.168,37.8887,37.5,
18.2441,37.8954,37.5,
18.3252,37.8883,37.5,
18.4117,37.8791,37.5,
18.4969,37.8673,37.5,
18.579,37.8645,37.5,
18.6609,37.88,37.5,
18.7448,37.8568,37.5,
18.8267,37.8442,37.5,
18.9066,37.8077,37.5,
18.9871,37.833,37.5,
19.0638,37.8181,37.5,
19.1446,37.8208,37.5,
19.226,37.8265,37.5,
19.3206,37.7826,37.5,
19.4046,37.8403,37.5,
19.487,37.8267,37.5,
19.559,37.831,37.5,
19.6533,37.8779,37.5,
19.7337,37.8754,37.5,
19.8146,37.7998,37.5,
19.9014,37.8669,37.5,
19.9844,37.877,37.5,
20.0731,37.8864,37.5,
20.1532,37.8622,37.5,
20.2383,37.8036,37.5,
20.3141,37.8555,37.5,
20.4027,37.8559,37.5,
20.4889,37.9047,37.5,
20.5687,37.8833,37.5,
20.6534,37.908,37.5,
20.7318,37.9069,37.5,
20.8079,37.8669,37.5,
20.886,37.8993,37.5,
20.968,37.8709,37.5,
21.0434,37.8591,37.5,
21.1217,37.8593,37.5,
21.2016,37.8817,37.5,
21.2808,37.9178,37.5,
21.3605,37.8966,37.5,
21.4411,37.8611,37.5,
21.5377,37.8828,37.5,
21.6219,37.8859,37.5,
21.7039,37.8783,37.5,
21.7834,37.9045,37.5,
21.8629,37.8613,37.5,
21.945,37.8421,37.5,
22.0354,37.8616,37.5,
22.1158,37.8902,37.5,
22.2023,37.8496,37.5,
22.2772,37.8633,37.5,
22.3534,37.8646,37.5,
22.4334,37.8618,37.5,
22.5187,37.8195,37.5,
22.6035,37.848,37.5,
22.6872,37.8648,37.5,
22.7714,37.8453,37.5,
22.8471,37.8406,37.5,
22.9282,37.8064,37.5,
23.0055,37.8302,37.5,
23.1135,37.7999,37.5,
23.1884,37.783,37.5,
23.2733,37.8119,37.5,
23.3598,37.8497,37.5,
23.4325,37.8442,37.5,
23.5217,37.8215,37.5,
23.6028,37.8142,37.5,
23.7016,37.8286,37.5,
23.784,37.7991,37.5,
23.8664,37.7908,37.5,
23.946,37.7467,37.5,
24.0159,37.8187,37.5,
24.1019,37.8033,37.5,
24.1907,37.8471,37.5,
24.2701,37.8182,37.5,
24.3485,37.7949,37.5,
24.4288,37.8382,37.5,
24.5166,37.8664,37.5,
24.5987,37.849,37.5,
24.6763,37.83,37.5,
24.7577,37.8809,37.5,
24.8393,37.8809,37.5,
24.9204,37.8587,37.5,
25.0057,37.8762,37.5,
25.094,37.85,37.5,
25.1797,37.8336,37.5,
25.2637,37.8657,37.5,
25.3487,37.8209,37.5,
25.4432,37.8266,37.5,
25.5274,37.8327,37.5,
25.6104,37.8564,37.5,
25.6953,37.8414,37.5,
25.7815,37.8277,37.5,
25.861,37.8197,37.5,
25.9406,37.7767,37.5,
26.0292,37.7665,37.5,
26.1073,37.7978,37.5,
26.1934,37.8215,37.5,
26.2695,37.789,37.5,
26.3592,37.8075,37.5,
26.4443,37.7794,37.5,
26.5328,37.7954,37.5,
26.6135,37.8114,37.5,
26.6941,37.7849,37.5,
26.7731,37.7452,37.5,
26.8536,37.7504,37.5,
26.9316,37.7772,37.5,
27.0163,37.8086,37.5,
27.1044,37.8049,37.5,
27.1935,37.7926,37.5,
27.2753,37.7858,37.5,
27.3552,37.753,37.5,
27.4396,37.778,37.5,
27.5276,37.7784,37.5,
27.5981,37.7477,37.5,
27.6799,37.7415,37.5,
27.7622,37.7761,37.5,
27.8487,37.7774,37.5,
27.93,37.7741,37.5,
28.0118,37.7422,37.5,
28.0939,37.7525,37.5,
28.1823,37.7486,37.5,
28.2727,37.7504,37.5,
28.3538,37.7183,37.5,
28.4375,37.7584,37.5,
28.5248,37.7261,37.5,
28.6073,37.7295,37.5,
28.692,37.7577,37.5,
28.7661,37.7511,37.5,
28.8483,37.7504,37.5,
28.9293,37.7308,37.5,
29.0125,37.7298,37.5,
29.0968,37.7337,37.5,
29.1831,37.7083,37.5,
29.2696,37.7325,37.5,
29.3635,37.723,37.5,
29.4428,37.7315,37.5,
29.5299,37.6942,37.5,
29.63,37.7206,37.5,
29.7138,37.6957,37.5,
29.8095,37.6953,37.5,
29.8912,37.7039,37.5,
29.9757,37.7066,37.5,
30.0616,37.6741,37.5,
30.1459,37.6954,37.5,
30.2304,37.6869,37.5,
30.3057,37.6744,37.5,
30.4018,37.6567,37.5,
30.4815,37.6778,37.5,
30.5692,37.661,37.5,
30.6552,37.6942,37.5,
30.7365,37.6903,37.5,
30.8168,37.6926,37.5,
30.9003,37.6872,37.5,
30.974,37.6547,37.5,
31.0564,37.6464,37.5,
31.1335,37.6588,37.5,
31.2173,37.6811,37.5,
31.2966,37.6809,37.5,
31.3759,37.6921,37.5,
31.4579,37.6577,37.5,
31.5422,37.6835,37.5,
31.6181,37.6888,37.5,
31.7002,37.6844,37.5,
31.7771,37.6824,37.5,
31.8662,37.6809,37.5,
31.9512,37.6752,37.5,
32.0313,37.6045,37.5,
32.1146,37.6776,37.5,
32.1919,37.6914,37.5,
32.277,37.6753,37.5,
32.3537,37.7113,37.5,
32.4357,37.7059,37.5,
32.5138,37.7131,37.5,
32.602,37.7013,37.5,
32.6836,37.6837,37.5,
32.762,37.7014,37.5,
32.8438,37.7093,37.5,
32.9297,37.6862,37.5,
33.0014,37.7156,37.5,
33.0808,37.6786,37.5,
33.1587,37.6773,37.5,
33.2427,37.6824,37.5,
33.3259,37.7165,37.5,
33.4079,37.7167,37.5,
33.4904,37.6943,37.5,
33.5746,37.6713,37.5,
33.6553,37.7081,37.5,
33.7358,37.7112,37.5,
33.8069,37.7119,37.5,
33.8813,37.7037,37.5,
33.9654,37.6988,37.5,
34.0514,37.7063,37.5,
34.1269,37.7046,37.5,
34.2062,37.6829,37.5,
34.2773,37.6698,37.5,
34.3655,37.6681,37.5,
34.4505,37.6973,37.5,
34.5324,37.7016,37.5,
34.6155,37.6642,37.5,
34.6946,37.6676,37.5,
34.7831,37.6976,37.5,
34.8694,37.7008,37.5,
34.9526,37.6661,37.5,
35.0267,37.6835,37.5,
35.1087,37.6787,37.5,
35.1872,37.6876,37.5,
35.272,37.6902,37.5,
35.3596,37.6465,37.5,
35.448,37.6566,37.5,
35.5401,37.6709,37.5,
35.6181,37.661,37.5,
35.6978,37.6348,37.5,
35.7771,37.6325,37.5,
35.8636,37.6692,37.5,
35.9524,37.6159,37.5,
36.0311,37.6712,37.5,
36.1163,37.6606,37.5,
36.1969,37.6592,37.5,
36.2794,37.6639,37.5,
36.3666,37.676,37.5,
36.4505,37.6626,37.5,
36.5371,37.6822,37.5,
36.6224,37.6644,37.5,
36.7074,37.6561,37.5,
36.7906,37.6535,37.5,
36.8715,37.6806,37.5,
36.9563,37.6588,37.5,
37.0401,37.6571,37.5,
37.1252,37.5961,37.5,
37.2026,37.6686,37.5,
37.2885,37.6878,37.5,
37.3701,37.6373,37.5,
37.457,37.6992,37.5,
37.5313,37.7111,37.5,
37.6075,37.6975,37.5,
37.6913,37.7249,37.5,
37.7759,37.7376,37.5,
37.8634,37.7034,37.5,
37.9373,37.692,37.5,
38.0224,37.7318,37.5,
38.1074,37.7042,37.5,
38.1947,37.7109,37.5,
38.273,37.7136,37.5,
38.3543,37.7218,37.5,
38.4358,37.7144,37.5,
38.5198,37.6997,37.5,
38.6037,37.6474,37.5,
38.6904,37.6909,37.5,
38.7717,37.6974,37.5,
38.8552,37.6984,37.5,
38.9398,37.6917,37.5,
39.0341,37.7166,37.5,
39.1187,37.6658,37.5,
39.201,37.6752,37.5,
39.2813,37.7037,37.5,
39.3745,37.6729,37.5,
39.4527,37.7006,37.5,
39.534,37.6998,37.5,
39.62,37.67,37.5,
39.7049,37.6672,37.5,
39.7889,37.6895,37.5,
39.8759,37.6552,37.5,
39.9573,37.6881,37.5,
40.0367,37.658,37.5,
40.1184,37.6138,37.5,
40.196,37.687,37.5,
40.271,37.7085,37.5,
40.3513,37.6957,37.5,
40.4332,37.704,37.5,
40.518,37.7192,37.5,
40.6055,37.7094,37.5,
40.6958,37.7011,37.5,
40.7851,37.6773,37.5,
40.8627,37.6762,37.5,
40.9467,37.6855,37.5,
41.0307,37.6799,37.5,
41.1057,37.6773,37.5,
41.1885,37.6683,37.5,
41.2752,37.688,37.5,
41.3559,37.6318,37.5,
41.4393,37.6549,37.5,
41.5179,37.6781,37.5,
41.6035,37.6541,37.5,
41.6806,37.6704,37.5,
41.7589,37.6774,37.5,
41.8455,37.6686,37.5,
41.9322,37.6658,37.5,
42.0145,37.6407,37.5,
42.0944,37.6413,37.5,
42.1837,37.5892,37.5,
42.2799,37.6268,37.5,
42.3704,37.5907,37.5,
42.4585,37.6728,37.5,
42.5341,37.6809,37.5,
42.6124,37.6588,37.5,
42.698,37.6557,37.5,
42.7752,37.685,37.5,
42.8615,37.6861,37.5,
42.9445,37.6744,37.5,
43.0321,37.6542,37.5,
43.1118,37.623,37.5,
43.1966,37.6527,37.5,
43.2833,37.6622,37.5,
43.3696,37.6661,37.5,
43.4611,37.6481,37.5,
43.5493,37.6476,37.5,
43.6344,37.6436,37.5,
43.7118,37.6357,37.5,
43.8019,37.6184,37.5,
43.8997,37.6144,37.5,
43.9815,37.6269,37.5,
44.0627,37.6181,37.5,
44.1459,37.6165,37.5,
44.2262,37.6047,37.5,
44.3083,37.6023,37.5,
44.3923,37.5941,37.5,
44.4778,37.5969,37.5,
44.5656,37.599,37.5,
44.6471,37.5764,37.5,
44.7345,37.5853,37.5,
44.819,37.5876,37.5,
44.9043,37.5828,37.5,
44.9941,37.5743,37.5,
45.0816,37.5718,37.5,
45.1647,37.557,37.5,
45.2528,37.5714,37.5,
45.3343,37.5572,37.5,
45.4108,37.5507,37.5,
45.4941,37.5702,37.5,
45.5826,37.5692,37.5,
45.6661,37.5541,37.5,
45.7471,37.5759,37.5,
45.8331,37.5752,37.5,
45.9125,37.5726,37.5,
46.0096,37.5668,37.5,
46.0964,37.5633,37.5,
46.1794,37.5484,37.5,
46.2643,37.564,37.5,
46.3419,37.564,37.5,
46.4271,37.5546,37.5,
46.5146,37.5525,37.5,
46.6031,37.5539,37.5,
46.6879,37.5428,37.5,
46.7709,37.5325,37.5,
46.8499,37.5387,37.5,
46.9369,37.5163,37.5,
47.0159,37.5421,37.5,
47.1019,37.5763,37.5,
47.1897,37.5526,37.5,
47.2673,37.5678,37.5,
47.3565,37.5323,37.5,
47.4382,37.5363,37.5,
47.5454,37.5288,37.5,
47.6542,37.5828,37.5,
47.735,37.565,37.5,
47.8176,37.5792,37.5,
47.9009,37.5499,37.5,
47.9852,37.5832,37.5,
48.062,37.5791,37.5,
48.1456,37.5526,37.5,
48.2312,37.5772,37.5,
48.3365,37.5757,37.5,
48.4263,37.5807,37.5,
48.5143,37.5752,37.5,
48.5929,37.5783,37.5,
48.6782,37.5758,37.5,
48.7637,37.5832,37.5,
48.8478,37.5747,37.5,
48.9344,37.5542,37.5,
49.0204,37.5264,37.5,
49.1069,37.5662,37.5,
49.186,37.5768,37.5,
49.2779,37.5674,37.5,
49.3583,37.5377,37.5,
49.4435,37.5487,37.5,
49.5342,37.5908,37.5,
49.6205,37.5717,37.5,
49.7122,37.5804,37.5,
49.7959,37.562,37.5,
49.8786,37.5669,37.5,
49.9554,37.5963,37.5,
50.0403,37.5801,37.5,
50.1181,37.5853,37.5,
50.2068,37.5922,37.5,
50.2885,37.5523,37.5,
50.3742,37.584,37.5,
50.4616,37.5633,37.5,
50.5457,37.5783,37.5,
50.6393,37.5707,37.5,
50.7246,37.5951,37.5,
50.8056,37.5178,37.5,
50.8849,37.5704,37.5,
50.9724,37.5966,37.5,
51.0538,37.5849,37.5,
51.1312,37.5935,37.5,
51.2105,37.6163,37.5,
51.2997,37.631,37.5,
51.3906,37.6128,37.5,
51.478,37.6239,37.5,
51.5656,37.5921,37.5,
51.6627,37.5908,37.5,
51.7451,37.6009,37.5,
51.8341,37.6041,37.5,
51.913,37.5939,37.5,
51.9907,37.5804,37.5,
52.075,37.5788,37.5,
52.1583,37.546,37.5,
52.237,37.5514,37.5,
52.3266,37.5391,37.5,
52.4047,37.5668,37.5,
52.4917,37.5944,37.5,
52.582,37.6025,37.5,
52.6645,37.5776,37.5,
52.7442,37.5586,37.5,
52.8246,37.5798,37.5,
52.9201,37.5827,37.5,
53.0106,37.566,37.5,
53.1279,37.545,37.5,
53.2109,37.5547,37.5,
53.2938,37.5804,37.5,
53.3825,37.5511,37.5,
53.4649,37.5758,37.5,
53.551,37.5696,37.5,
53.6346,37.5417,37.5,
53.7228,37.5455,37.5,
53.8351,37.5654,37.5,
53.9154,37.5559,37.5,
53.9999,37.5568,37.5,
54.0848,37.5652,37.5,
54.1671,37.5306,37.5,
54.2543,37.5571,37.5,
54.3435,37.5068,37.5,
54.4321,37.5545,37.5,
54.5181,37.5619,37.5,
54.6027,37.5757,37.5,
54.6865,37.5656,37.5,
54.7705,37.5787,37.5,
54.8604,37.5759,37.5,
54.9472,37.5419,37.5,
55.0326,37.5257,37.5,
55.115,37.5397,37.5,
55.1983,37.54,37.5,
55.2807,37.5449,37.5,
55.3682,37.5509,37.5,
55.4485,37.5306,37.5,
55.531,37.547,37.5,
55.6154,37.5707,37.5,
55.7034,37.5478,37.5,
55.787,37.5611,37.5,
55.8707,37.5608,37.5,
55.9703,37.5237,37.5,
56.0542,37.5526,37.5,
56.1407,37.5145,37.5,
56.2267,37.5124,37.5,
56.3353,37.5294,37.5,
56.4351,37.5274,37.5,
56.5444,37.5394,37.5,
56.6277,37.534,37.5,
56.7161,37.5233,37.5,
56.8187,37.5118,37.5,
56.9237,37.4965,37.5,
57.0269,37.486,37.5,
57.1373,37.4937,37.5,
57.2332,37.4855,37.5,
57.333,37.4843,37.5,
57.4382,37.5092,37.5,
57.5466,37.5138,37.5,
57.6439,37.5053,37.5,
57.7527,37.4807,37.5,
57.863,37.4485,37.5,
57.9692,37.4556,37.5,
58.0698,37.4494,37.5,
58.1738,37.4551,37.5,
58.2854,37.4592,37.5,
58.3909,37.4771,37.5,
58.4888,37.4397,37.5,
58.5896,37.4446,37.5,
58.6804,37.4385,37.5,
58.787,37.4254,37.5,
58.8977,37.4491,37.5,
59.0047,37.476,37.5,
59.1048,37.4267,37.5,
59.2679,37.4157,37.5,
59.4584,37.4251,37.5,
59.5477,37.4684,37.5,
59.6472,37.4624,37.5,
59.7394,37.4252,37.5,
59.8293,37.4369,37.5,
59.9156,37.4276,37.5,
60.0025,37.4662,37.5,
60.0841,37.4443,37.5,
60.1666,37.4388,37.5,
60.2492,37.4457,37.5,
60.3372,37.4688,37.5,
60.4279,37.4757,37.5,
60.514,37.5039,37.5,
60.5996,37.5016,37.5,
60.6883,37.4683,37.5,
60.7746,37.4751,37.5,
60.8588,37.4826,37.5,
60.9421,37.4717,37.5,
61.0272,37.4845,37.5,
61.1102,37.4962,37.5,
61.1944,37.4954,37.5,
61.2758,37.4931,37.5,
61.3691,37.5211,37.5,
61.4624,37.4907,37.5,
61.5464,37.4796,37.5,
61.64,37.4893,37.5,
61.7234,37.484,37.5,
61.8081,37.5009,37.5,
61.894,37.5142,37.5,
61.9812,37.4964,37.5,
62.0643,37.5077,37.5,
62.1432,37.4894,37.5,
62.2306,37.5076,37.5,
62.3178,37.5215,37.5,
62.4038,37.515,37.5,
62.4927,37.4917,37.5,
62.5691,37.5085,37.5,
62.663,37.5128,37.5,
62.7484,37.5014,37.5,
62.8292,37.4641,37.5,
62.9196,37.4711,37.5,
63.0024,37.5201,37.5,
63.092,37.5171,37.5,
63.1753,37.5185,37.5,
63.2638,37.5204,37.5,
63.3442,37.534,37.5,
63.4327,37.5089,37.5,
63.5146,37.5225,37.5,

